=== kbplacer.kle_serial ===
=== layout2image.py ===
=== kbplacer ===
13:32:48: [INFO] User layout: https://editor.keyboard-tools.xyz/#share=NrDeCIE9wLgAgIwF8A0dwAYUfGzKFc4IAPWODAOgFZV0sAmI-AZmawBZ2VruA2bgHZuADm4BObghx4sCQrIJNFCNiq5oIAd3IM6+BL03gy8KrRUCVwgLooAUMHAJszFwuIny5vDvgIafRdldBc1UJQNCKMIqwjhPBcxRJRJFOk3Ag9nJUzVPKjtcgCLCMMiUm9A9LichFsHJwZXPGaPSrMaX2LKQVLwZpCBlHDhqOGY4drmhPRm5LnU5jaZRfll3NaCcKL4BkoGfrauO0dwFhb0C-avTupuvYP+i6GL8YvJi9qL2fOUBb+aSuBFWf3WeGur22FXAfjg+z6+muhVuFGqwIQAlOTg4l3AuJupjR93QcICh30uJCu0QT0pIxhZLpeFxKLhfGZ6FxCxp5P6BOpsJ6FJZ0OMTJFXIIKKJVERovKCtqBNsNiAA
13:32:54: [INFO] Routing SW54 with D54
13:32:54: [INFO] Using internal autorouter method
13:32:54: [INFO] Routing pad 'SW54:2' at (100171250, 109220000) with pad 'D54:2' at (102711250, 116900000) using coordinate system rotated by 0 degree(s)
13:32:54: [INFO] Adding track segment (B.Cu): [(100171250, 109220000), (100171250, 114360000)]
13:32:54: [INFO] Adding track segment (B.Cu): [(100171250, 114360000), (102711250, 116900000)]
13:32:54: [INFO] Routing SW53 with D53
13:32:54: [INFO] Using internal autorouter method
13:32:54: [INFO] Routing pad 'SW53:2' at (59690000, 109220000) with pad 'D53:2' at (62230000, 116900000) using coordinate system rotated by 0 degree(s)
13:32:54: [INFO] Adding track segment (B.Cu): [(59690000, 109220000), (59690000, 114360000)]
13:32:54: [INFO] Adding track segment (B.Cu): [(59690000, 114360000), (62230000, 116900000)]
13:32:54: [INFO] Routing SW52 with D52
13:32:54: [INFO] Using internal autorouter method
13:32:54: [INFO] Routing pad 'SW52:2' at (40640000, 109220000) with pad 'D52:2' at (43180000, 116900000) using coordinate system rotated by 0 degree(s)
13:32:54: [INFO] Adding track segment (B.Cu): [(40640000, 109220000), (40640000, 114360000)]
13:32:54: [INFO] Adding track segment (B.Cu): [(40640000, 114360000), (43180000, 116900000)]
13:32:54: [INFO] Routing SW51 with D51
13:32:54: [INFO] Using internal autorouter method
13:32:54: [INFO] Routing pad 'SW51:2' at (343058750, 90170000) with pad 'D51:2' at (345598750, 97850000) using coordinate system rotated by 0 degree(s)
13:32:54: [INFO] Adding track segment (B.Cu): [(343058750, 90170000), (343058750, 95310000)]
13:32:54: [INFO] Adding track segment (B.Cu): [(343058750, 95310000), (345598750, 97850000)]
13:32:54: [INFO] Routing SW50 with D50
13:32:54: [INFO] Using internal autorouter method
13:32:54: [INFO] Routing pad 'SW50:2' at (312102500, 90170000) with pad 'D50:2' at (314642500, 97850000) using coordinate system rotated by 0 degree(s)
13:32:54: [INFO] Adding track segment (B.Cu): [(312102500, 90170000), (312102500, 95310000)]
13:32:54: [INFO] Adding track segment (B.Cu): [(312102500, 95310000), (314642500, 97850000)]
13:32:54: [INFO] Routing SW49 with D49
13:32:54: [INFO] Using internal autorouter method
13:32:54: [INFO] Routing pad 'SW49:2' at (293052500, 90170000) with pad 'D49:2' at (295592500, 97850000) using coordinate system rotated by 0 degree(s)
13:32:54: [INFO] Adding track segment (B.Cu): [(293052500, 90170000), (293052500, 95310000)]
13:32:54: [INFO] Adding track segment (B.Cu): [(293052500, 95310000), (295592500, 97850000)]
13:32:54: [INFO] Routing SW48 with D48
13:32:54: [INFO] Using internal autorouter method
13:32:54: [INFO] Routing pad 'SW48:2' at (274002500, 90170000) with pad 'D48:2' at (276542500, 97850000) using coordinate system rotated by 0 degree(s)
13:32:54: [INFO] Adding track segment (B.Cu): [(274002500, 90170000), (274002500, 95310000)]
13:32:54: [INFO] Adding track segment (B.Cu): [(274002500, 95310000), (276542500, 97850000)]
13:32:54: [INFO] Routing SW47 with D47
13:32:54: [INFO] Using internal autorouter method
13:32:54: [INFO] Routing pad 'SW47:2' at (254952500, 90170000) with pad 'D47:2' at (257492500, 97850000) using coordinate system rotated by 0 degree(s)
13:32:54: [INFO] Adding track segment (B.Cu): [(254952500, 90170000), (254952500, 95310000)]
13:32:54: [INFO] Adding track segment (B.Cu): [(254952500, 95310000), (257492500, 97850000)]
13:32:54: [INFO] Routing SW46 with D46
13:32:54: [INFO] Using internal autorouter method
13:32:54: [INFO] Routing pad 'SW46:2' at (235902500, 90170000) with pad 'D46:2' at (238442500, 97850000) using coordinate system rotated by 0 degree(s)
13:32:54: [INFO] Adding track segment (B.Cu): [(235902500, 90170000), (235902500, 95310000)]
13:32:54: [INFO] Adding track segment (B.Cu): [(235902500, 95310000), (238442500, 97850000)]
13:32:54: [INFO] Routing SW45 with D45
13:32:54: [INFO] Using internal autorouter method
13:32:54: [INFO] Routing pad 'SW45:2' at (216852500, 90170000) with pad 'D45:2' at (219392500, 97850000) using coordinate system rotated by 0 degree(s)
13:32:54: [INFO] Adding track segment (B.Cu): [(216852500, 90170000), (216852500, 95310000)]
13:32:54: [INFO] Adding track segment (B.Cu): [(216852500, 95310000), (219392500, 97850000)]
13:32:54: [INFO] Routing SW44 with D44
13:32:54: [INFO] Using internal autorouter method
13:32:54: [INFO] Routing pad 'SW44:2' at (197802500, 90170000) with pad 'D44:2' at (200342500, 97850000) using coordinate system rotated by 0 degree(s)
13:32:54: [INFO] Adding track segment (B.Cu): [(197802500, 90170000), (197802500, 95310000)]
13:32:54: [INFO] Adding track segment (B.Cu): [(197802500, 95310000), (200342500, 97850000)]
13:32:54: [INFO] Routing SW43 with D43
13:32:54: [INFO] Using internal autorouter method
13:32:54: [INFO] Routing pad 'SW43:2' at (178752500, 90170000) with pad 'D43:2' at (181292500, 97850000) using coordinate system rotated by 0 degree(s)
13:32:54: [INFO] Adding track segment (B.Cu): [(178752500, 90170000), (178752500, 95310000)]
13:32:54: [INFO] Adding track segment (B.Cu): [(178752500, 95310000), (181292500, 97850000)]
13:32:54: [INFO] Routing SW42 with D42
13:32:54: [INFO] Using internal autorouter method
13:32:54: [INFO] Routing pad 'SW42:2' at (159702500, 90170000) with pad 'D42:2' at (162242500, 97850000) using coordinate system rotated by 0 degree(s)
13:32:54: [INFO] Adding track segment (B.Cu): [(159702500, 90170000), (159702500, 95310000)]
13:32:54: [INFO] Adding track segment (B.Cu): [(159702500, 95310000), (162242500, 97850000)]
13:32:54: [INFO] Routing SW41 with D41
13:32:54: [INFO] Using internal autorouter method
13:32:54: [INFO] Routing pad 'SW41:2' at (140652500, 90170000) with pad 'D41:2' at (143192500, 97850000) using coordinate system rotated by 0 degree(s)
13:32:54: [INFO] Adding track segment (B.Cu): [(140652500, 90170000), (140652500, 95310000)]
13:32:54: [INFO] Adding track segment (B.Cu): [(140652500, 95310000), (143192500, 97850000)]
13:32:54: [INFO] Routing SW40 with D40
13:32:54: [INFO] Using internal autorouter method
13:32:54: [INFO] Routing pad 'SW40:2' at (121602500, 90170000) with pad 'D40:2' at (124142500, 97850000) using coordinate system rotated by 0 degree(s)
13:32:54: [INFO] Adding track segment (B.Cu): [(121602500, 90170000), (121602500, 95310000)]
13:32:54: [INFO] Adding track segment (B.Cu): [(121602500, 95310000), (124142500, 97850000)]
13:32:54: [INFO] Routing SW39 with D39
13:32:54: [INFO] Using internal autorouter method
13:32:54: [INFO] Routing pad 'SW39:2' at (95408750, 90170000) with pad 'D39:2' at (97948750, 97850000) using coordinate system rotated by 0 degree(s)
13:32:54: [INFO] Adding track segment (B.Cu): [(95408750, 90170000), (95408750, 95310000)]
13:32:54: [INFO] Adding track segment (B.Cu): [(95408750, 95310000), (97948750, 97850000)]
13:32:54: [INFO] Routing SW38 with D38
13:32:54: [INFO] Using internal autorouter method
13:32:54: [INFO] Routing pad 'SW38:2' at (59690000, 90170000) with pad 'D38:2' at (62230000, 97850000) using coordinate system rotated by 0 degree(s)
13:32:54: [INFO] Adding track segment (B.Cu): [(59690000, 90170000), (59690000, 95310000)]
13:32:54: [INFO] Adding track segment (B.Cu): [(59690000, 95310000), (62230000, 97850000)]
13:32:54: [INFO] Routing SW37 with D37
13:32:54: [INFO] Using internal autorouter method
13:32:54: [INFO] Routing pad 'SW37:2' at (40640000, 90170000) with pad 'D37:2' at (43180000, 97850000) using coordinate system rotated by 0 degree(s)
13:32:54: [INFO] Adding track segment (B.Cu): [(40640000, 90170000), (40640000, 95310000)]
13:32:54: [INFO] Adding track segment (B.Cu): [(40640000, 95310000), (43180000, 97850000)]
13:32:54: [INFO] Routing SW36 with D36
13:32:54: [INFO] Using internal autorouter method
13:32:54: [INFO] Routing pad 'SW36:2' at (402590000, 71120000) with pad 'D36:2' at (405130000, 78800000) using coordinate system rotated by 0 degree(s)
13:32:54: [INFO] Adding track segment (B.Cu): [(402590000, 71120000), (402590000, 76260000)]
13:32:54: [INFO] Adding track segment (B.Cu): [(402590000, 76260000), (405130000, 78800000)]
13:32:54: [INFO] Routing SW35 with D35
13:32:54: [INFO] Using internal autorouter method
13:32:54: [INFO] Routing pad 'SW35:2' at (383540000, 71120000) with pad 'D35:2' at (386080000, 78800000) using coordinate system rotated by 0 degree(s)
13:32:54: [INFO] Adding track segment (B.Cu): [(383540000, 71120000), (383540000, 76260000)]
13:32:54: [INFO] Adding track segment (B.Cu): [(383540000, 76260000), (386080000, 78800000)]
13:32:54: [INFO] Routing SW34 with D34
13:32:54: [INFO] Using internal autorouter method
13:32:54: [INFO] Routing pad 'SW34:2' at (350202500, 71120000) with pad 'D34:2' at (352742500, 78800000) using coordinate system rotated by 0 degree(s)
13:32:54: [INFO] Adding track segment (B.Cu): [(350202500, 71120000), (350202500, 76260000)]
13:32:54: [INFO] Adding track segment (B.Cu): [(350202500, 76260000), (352742500, 78800000)]
13:32:54: [INFO] Routing SW33 with D33
13:32:54: [INFO] Using internal autorouter method
13:32:54: [INFO] Routing pad 'SW33:2' at (326390000, 71120000) with pad 'D33:2' at (328930000, 78800000) using coordinate system rotated by 0 degree(s)
13:32:54: [INFO] Adding track segment (B.Cu): [(326390000, 71120000), (326390000, 76260000)]
13:32:54: [INFO] Adding track segment (B.Cu): [(326390000, 76260000), (328930000, 78800000)]
13:32:54: [INFO] Routing SW32 with D32
13:32:54: [INFO] Using internal autorouter method
13:32:54: [INFO] Routing pad 'SW32:2' at (307340000, 71120000) with pad 'D32:2' at (309880000, 78800000) using coordinate system rotated by 0 degree(s)
13:32:54: [INFO] Adding track segment (B.Cu): [(307340000, 71120000), (307340000, 76260000)]
13:32:54: [INFO] Adding track segment (B.Cu): [(307340000, 76260000), (309880000, 78800000)]
13:32:54: [INFO] Routing SW31 with D31
13:32:54: [INFO] Using internal autorouter method
13:32:54: [INFO] Routing pad 'SW31:2' at (288290000, 71120000) with pad 'D31:2' at (290830000, 78800000) using coordinate system rotated by 0 degree(s)
13:32:54: [INFO] Adding track segment (B.Cu): [(288290000, 71120000), (288290000, 76260000)]
13:32:54: [INFO] Adding track segment (B.Cu): [(288290000, 76260000), (290830000, 78800000)]
13:32:54: [INFO] Routing SW30 with D30
13:32:54: [INFO] Using internal autorouter method
13:32:54: [INFO] Routing pad 'SW30:2' at (269240000, 71120000) with pad 'D30:2' at (271780000, 78800000) using coordinate system rotated by 0 degree(s)
13:32:54: [INFO] Adding track segment (B.Cu): [(269240000, 71120000), (269240000, 76260000)]
13:32:54: [INFO] Adding track segment (B.Cu): [(269240000, 76260000), (271780000, 78800000)]
13:32:54: [INFO] Routing SW29 with D29
13:32:54: [INFO] Using internal autorouter method
13:32:54: [INFO] Routing pad 'SW29:2' at (250190000, 71120000) with pad 'D29:2' at (252730000, 78800000) using coordinate system rotated by 0 degree(s)
13:32:54: [INFO] Adding track segment (B.Cu): [(250190000, 71120000), (250190000, 76260000)]
13:32:54: [INFO] Adding track segment (B.Cu): [(250190000, 76260000), (252730000, 78800000)]
13:32:54: [INFO] Routing SW28 with D28
13:32:54: [INFO] Using internal autorouter method
13:32:54: [INFO] Routing pad 'SW28:2' at (231140000, 71120000) with pad 'D28:2' at (233680000, 78800000) using coordinate system rotated by 0 degree(s)
13:32:54: [INFO] Adding track segment (B.Cu): [(231140000, 71120000), (231140000, 76260000)]
13:32:54: [INFO] Adding track segment (B.Cu): [(231140000, 76260000), (233680000, 78800000)]
13:32:54: [INFO] Routing SW27 with D27
13:32:54: [INFO] Using internal autorouter method
13:32:54: [INFO] Routing pad 'SW27:2' at (212090000, 71120000) with pad 'D27:2' at (214630000, 78800000) using coordinate system rotated by 0 degree(s)
13:32:54: [INFO] Adding track segment (B.Cu): [(212090000, 71120000), (212090000, 76260000)]
13:32:54: [INFO] Adding track segment (B.Cu): [(212090000, 76260000), (214630000, 78800000)]
13:32:54: [INFO] Routing SW26 with D26
13:32:54: [INFO] Using internal autorouter method
13:32:54: [INFO] Routing pad 'SW26:2' at (193040000, 71120000) with pad 'D26:2' at (195580000, 78800000) using coordinate system rotated by 0 degree(s)
13:32:54: [INFO] Adding track segment (B.Cu): [(193040000, 71120000), (193040000, 76260000)]
13:32:54: [INFO] Adding track segment (B.Cu): [(193040000, 76260000), (195580000, 78800000)]
13:32:54: [INFO] Routing SW25 with D25
13:32:54: [INFO] Using internal autorouter method
13:32:54: [INFO] Routing pad 'SW25:2' at (173990000, 71120000) with pad 'D25:2' at (176530000, 78800000) using coordinate system rotated by 0 degree(s)
13:32:54: [INFO] Adding track segment (B.Cu): [(173990000, 71120000), (173990000, 76260000)]
13:32:55: [INFO] Adding track segment (B.Cu): [(173990000, 76260000), (176530000, 78800000)]
13:32:55: [INFO] Routing SW24 with D24
13:32:55: [INFO] Using internal autorouter method
13:32:55: [INFO] Routing pad 'SW24:2' at (154940000, 71120000) with pad 'D24:2' at (157480000, 78800000) using coordinate system rotated by 0 degree(s)
13:32:55: [INFO] Adding track segment (B.Cu): [(154940000, 71120000), (154940000, 76260000)]
13:32:55: [INFO] Adding track segment (B.Cu): [(154940000, 76260000), (157480000, 78800000)]
13:32:55: [INFO] Routing SW23 with D23
13:32:55: [INFO] Using internal autorouter method
13:32:55: [INFO] Routing pad 'SW23:2' at (135890000, 71120000) with pad 'D23:2' at (138430000, 78800000) using coordinate system rotated by 0 degree(s)
13:32:55: [INFO] Adding track segment (B.Cu): [(135890000, 71120000), (135890000, 76260000)]
13:32:55: [INFO] Adding track segment (B.Cu): [(135890000, 76260000), (138430000, 78800000)]
13:32:55: [INFO] Routing SW22 with D22
13:32:55: [INFO] Using internal autorouter method
13:32:55: [INFO] Routing pad 'SW22:2' at (116840000, 71120000) with pad 'D22:2' at (119380000, 78800000) using coordinate system rotated by 0 degree(s)
13:32:55: [INFO] Adding track segment (B.Cu): [(116840000, 71120000), (116840000, 76260000)]
13:32:55: [INFO] Adding track segment (B.Cu): [(116840000, 76260000), (119380000, 78800000)]
13:32:55: [INFO] Routing SW21 with D21
13:32:55: [INFO] Using internal autorouter method
13:32:55: [INFO] Routing pad 'SW21:2' at (93027500, 71120000) with pad 'D21:2' at (95567500, 78800000) using coordinate system rotated by 0 degree(s)
13:32:55: [INFO] Adding track segment (B.Cu): [(93027500, 71120000), (93027500, 76260000)]
13:32:55: [INFO] Adding track segment (B.Cu): [(93027500, 76260000), (95567500, 78800000)]
13:32:55: [INFO] Routing SW20 with D20
13:32:55: [INFO] Using internal autorouter method
13:32:55: [INFO] Routing pad 'SW20:2' at (59690000, 71120000) with pad 'D20:2' at (62230000, 78800000) using coordinate system rotated by 0 degree(s)
13:32:55: [INFO] Adding track segment (B.Cu): [(59690000, 71120000), (59690000, 76260000)]
13:32:55: [INFO] Adding track segment (B.Cu): [(59690000, 76260000), (62230000, 78800000)]
13:32:55: [INFO] Routing SW19 with D19
13:32:55: [INFO] Using internal autorouter method
13:32:55: [INFO] Routing pad 'SW19:2' at (40640000, 71120000) with pad 'D19:2' at (43180000, 78800000) using coordinate system rotated by 0 degree(s)
13:32:55: [INFO] Adding track segment (B.Cu): [(40640000, 71120000), (40640000, 76260000)]
13:32:55: [INFO] Adding track segment (B.Cu): [(40640000, 76260000), (43180000, 78800000)]
13:32:55: [INFO] Routing SW18 with D18
13:32:55: [INFO] Using internal autorouter method
13:32:55: [INFO] Routing pad 'SW18:2' at (402590000, 52070000) with pad 'D18:2' at (405130000, 59750000) using coordinate system rotated by 0 degree(s)
13:32:55: [INFO] Adding track segment (B.Cu): [(402590000, 52070000), (402590000, 57210000)]
13:32:55: [INFO] Adding track segment (B.Cu): [(402590000, 57210000), (405130000, 59750000)]
13:32:55: [INFO] Routing SW17 with D17
13:32:55: [INFO] Using internal autorouter method
13:32:55: [INFO] Routing pad 'SW17:2' at (383540000, 52070000) with pad 'D17:2' at (386080000, 59750000) using coordinate system rotated by 0 degree(s)
13:32:55: [INFO] Adding track segment (B.Cu): [(383540000, 52070000), (383540000, 57210000)]
13:32:55: [INFO] Adding track segment (B.Cu): [(383540000, 57210000), (386080000, 59750000)]
13:32:55: [INFO] Routing SW16 with D16
13:32:55: [INFO] Using internal autorouter method
13:32:55: [INFO] Routing pad 'SW16:2' at (345440000, 52070000) with pad 'D16:2' at (347980000, 59750000) using coordinate system rotated by 0 degree(s)
13:32:55: [INFO] Adding track segment (B.Cu): [(345440000, 52070000), (345440000, 57210000)]
13:32:55: [INFO] Adding track segment (B.Cu): [(345440000, 57210000), (347980000, 59750000)]
13:32:55: [INFO] Routing SW15 with D15
13:32:55: [INFO] Using internal autorouter method
13:32:55: [INFO] Routing pad 'SW15:2' at (316865000, 52070000) with pad 'D15:2' at (319405000, 59750000) using coordinate system rotated by 0 degree(s)
13:32:55: [INFO] Adding track segment (B.Cu): [(316865000, 52070000), (316865000, 57210000)]
13:32:55: [INFO] Adding track segment (B.Cu): [(316865000, 57210000), (319405000, 59750000)]
13:32:55: [INFO] Routing SW14 with D14
13:32:55: [INFO] Using internal autorouter method
13:32:55: [INFO] Routing pad 'SW14:2' at (297815000, 52070000) with pad 'D14:2' at (300355000, 59750000) using coordinate system rotated by 0 degree(s)
13:32:55: [INFO] Adding track segment (B.Cu): [(297815000, 52070000), (297815000, 57210000)]
13:32:55: [INFO] Adding track segment (B.Cu): [(297815000, 57210000), (300355000, 59750000)]
13:32:55: [INFO] Routing SW13 with D13
13:32:55: [INFO] Using internal autorouter method
13:32:55: [INFO] Routing pad 'SW13:2' at (278765000, 52070000) with pad 'D13:2' at (281305000, 59750000) using coordinate system rotated by 0 degree(s)
13:32:55: [INFO] Adding track segment (B.Cu): [(278765000, 52070000), (278765000, 57210000)]
13:32:55: [INFO] Adding track segment (B.Cu): [(278765000, 57210000), (281305000, 59750000)]
13:32:55: [INFO] Routing SW12 with D12
13:32:55: [INFO] Using internal autorouter method
13:32:55: [INFO] Routing pad 'SW12:2' at (259715000, 52070000) with pad 'D12:2' at (262255000, 59750000) using coordinate system rotated by 0 degree(s)
13:32:55: [INFO] Adding track segment (B.Cu): [(259715000, 52070000), (259715000, 57210000)]
13:32:55: [INFO] Adding track segment (B.Cu): [(259715000, 57210000), (262255000, 59750000)]
13:32:55: [INFO] Routing SW11 with D11
13:32:55: [INFO] Using internal autorouter method
13:32:55: [INFO] Routing pad 'SW11:2' at (240665000, 52070000) with pad 'D11:2' at (243205000, 59750000) using coordinate system rotated by 0 degree(s)
13:32:55: [INFO] Adding track segment (B.Cu): [(240665000, 52070000), (240665000, 57210000)]
13:32:55: [INFO] Adding track segment (B.Cu): [(240665000, 57210000), (243205000, 59750000)]
13:32:55: [INFO] Routing SW10 with D10
13:32:55: [INFO] Using internal autorouter method
13:32:55: [INFO] Routing pad 'SW10:2' at (221615000, 52070000) with pad 'D10:2' at (224155000, 59750000) using coordinate system rotated by 0 degree(s)
13:32:55: [INFO] Adding track segment (B.Cu): [(221615000, 52070000), (221615000, 57210000)]
13:32:55: [INFO] Adding track segment (B.Cu): [(221615000, 57210000), (224155000, 59750000)]
13:32:55: [INFO] Routing SW9 with D9
13:32:55: [INFO] Using internal autorouter method
13:32:55: [INFO] Routing pad 'SW9:2' at (202565000, 52070000) with pad 'D9:2' at (205105000, 59750000) using coordinate system rotated by 0 degree(s)
13:32:55: [INFO] Adding track segment (B.Cu): [(202565000, 52070000), (202565000, 57210000)]
13:32:55: [INFO] Adding track segment (B.Cu): [(202565000, 57210000), (205105000, 59750000)]
13:32:55: [INFO] Routing SW8 with D8
13:32:55: [INFO] Using internal autorouter method
13:32:55: [INFO] Routing pad 'SW8:2' at (183515000, 52070000) with pad 'D8:2' at (186055000, 59750000) using coordinate system rotated by 0 degree(s)
13:32:55: [INFO] Adding track segment (B.Cu): [(183515000, 52070000), (183515000, 57210000)]
13:32:55: [INFO] Adding track segment (B.Cu): [(183515000, 57210000), (186055000, 59750000)]
13:32:55: [INFO] Routing SW7 with D7
13:32:55: [INFO] Using internal autorouter method
13:32:55: [INFO] Routing pad 'SW7:2' at (164465000, 52070000) with pad 'D7:2' at (167005000, 59750000) using coordinate system rotated by 0 degree(s)
13:32:55: [INFO] Adding track segment (B.Cu): [(164465000, 52070000), (164465000, 57210000)]
13:32:55: [INFO] Adding track segment (B.Cu): [(164465000, 57210000), (167005000, 59750000)]
13:32:55: [INFO] Routing SW6 with D6
13:32:55: [INFO] Using internal autorouter method
13:32:55: [INFO] Routing pad 'SW6:2' at (145415000, 52070000) with pad 'D6:2' at (147955000, 59750000) using coordinate system rotated by 0 degree(s)
13:32:55: [INFO] Adding track segment (B.Cu): [(145415000, 52070000), (145415000, 57210000)]
13:32:55: [INFO] Adding track segment (B.Cu): [(145415000, 57210000), (147955000, 59750000)]
13:32:55: [INFO] Routing SW5 with D5
13:32:55: [INFO] Using internal autorouter method
13:32:55: [INFO] Routing pad 'SW5:2' at (126365000, 52070000) with pad 'D5:2' at (128905000, 59750000) using coordinate system rotated by 0 degree(s)
13:32:55: [INFO] Adding track segment (B.Cu): [(126365000, 52070000), (126365000, 57210000)]
13:32:55: [INFO] Adding track segment (B.Cu): [(126365000, 57210000), (128905000, 59750000)]
13:32:55: [INFO] Routing SW4 with D4
13:32:55: [INFO] Using internal autorouter method
13:32:55: [INFO] Routing pad 'SW4:2' at (107315000, 52070000) with pad 'D4:2' at (109855000, 59750000) using coordinate system rotated by 0 degree(s)
13:32:55: [INFO] Adding track segment (B.Cu): [(107315000, 52070000), (107315000, 57210000)]
13:32:55: [INFO] Adding track segment (B.Cu): [(107315000, 57210000), (109855000, 59750000)]
13:32:55: [INFO] Routing SW3 with D3
13:32:55: [INFO] Using internal autorouter method
13:32:55: [INFO] Routing pad 'SW3:2' at (88265000, 52070000) with pad 'D3:2' at (90805000, 59750000) using coordinate system rotated by 0 degree(s)
13:32:55: [INFO] Adding track segment (B.Cu): [(88265000, 52070000), (88265000, 57210000)]
13:32:55: [INFO] Adding track segment (B.Cu): [(88265000, 57210000), (90805000, 59750000)]
13:32:55: [INFO] Routing SW2 with D2
13:32:55: [INFO] Using internal autorouter method
13:32:55: [INFO] Routing pad 'SW2:2' at (59690000, 52070000) with pad 'D2:2' at (62230000, 59750000) using coordinate system rotated by 0 degree(s)
13:32:55: [INFO] Adding track segment (B.Cu): [(59690000, 52070000), (59690000, 57210000)]
13:32:55: [INFO] Adding track segment (B.Cu): [(59690000, 57210000), (62230000, 59750000)]
13:32:55: [INFO] Routing SW1 with D1
13:32:55: [INFO] Using internal autorouter method
13:32:55: [INFO] Routing pad 'SW1:2' at (40640000, 52070000) with pad 'D1:2' at (43180000, 59750000) using coordinate system rotated by 0 degree(s)
13:32:55: [INFO] Adding track segment (B.Cu): [(40640000, 52070000), (40640000, 57210000)]
13:32:55: [INFO] Adding track segment (B.Cu): [(40640000, 57210000), (43180000, 59750000)]
13:32:55: [INFO] Routing COL15 pads
13:32:55: [INFO] Routing pad 'SW16:1' at (339090000, 54610000) with pad 'SW34:1' at (343852500, 73660000) using coordinate system rotated by 0 degree(s)
13:32:55: [INFO] Adding track segment (F.Cu): [(339090000, 54610000), (339090000, 68897500)]
13:32:55: [INFO] Adding track segment (F.Cu): [(339090000, 68897500), (343852500, 73660000)]
13:32:55: [INFO] Routing pad 'SW34:1' at (343852500, 73660000) with pad 'SW76:1' at (358140000, 130810000) using coordinate system rotated by 0 degree(s)
13:32:55: [INFO] Routing COL4 pads
13:32:55: [INFO] Routing pad 'SW41:1' at (134302500, 92710000) with pad 'SW55:1' at (124777500, 111760000) using coordinate system rotated by 0 degree(s)
13:32:55: [INFO] Adding track segment (F.Cu): [(134302500, 92710000), (134302500, 102235000)]
13:32:55: [INFO] Adding track segment (F.Cu): [(134302500, 102235000), (124777500, 111760000)]
13:32:55: [INFO] Routing pad 'SW5:1' at (120015000, 54610000) with pad 'SW23:1' at (129540000, 73660000) using coordinate system rotated by 0 degree(s)
13:32:55: [INFO] Adding track segment (F.Cu): [(120015000, 54610000), (120015000, 64135000)]
13:32:55: [INFO] Adding track segment (F.Cu): [(120015000, 64135000), (129540000, 73660000)]
13:32:55: [INFO] Routing pad 'SW55:1' at (124777500, 111760000) with pad 'SW71:1' at (131921250, 130810000) using coordinate system rotated by 0 degree(s)
13:32:55: [INFO] Adding track segment (F.Cu): [(124777500, 111760000), (124777500, 123666250)]
13:32:55: [INFO] Adding track segment (F.Cu): [(124777500, 123666250), (131921250, 130810000)]
13:32:55: [INFO] Routing pad 'SW23:1' at (129540000, 73660000) with pad 'SW41:1' at (134302500, 92710000) using coordinate system rotated by 0 degree(s)
13:32:55: [INFO] Adding track segment (F.Cu): [(129540000, 73660000), (129540000, 87947500)]
13:32:55: [INFO] Adding track segment (F.Cu): [(129540000, 87947500), (134302500, 92710000)]
13:32:55: [INFO] Routing ROW2 pads
13:32:55: [INFO] Routing pad 'D37:1' at (43180000, 100650000) with pad 'D38:1' at (62230000, 100650000) using coordinate system rotated by 0 degree(s)
13:32:55: [INFO] Adding track segment (B.Cu): [(43180000, 100650000), (62230000, 100650000)]
13:32:55: [INFO] Routing pad 'D38:1' at (62230000, 100650000) with pad 'D39:1' at (97948750, 100650000) using coordinate system rotated by 0 degree(s)
13:32:55: [INFO] Adding track segment (B.Cu): [(62230000, 100650000), (97948750, 100650000)]
13:32:55: [INFO] Routing pad 'D39:1' at (97948750, 100650000) with pad 'D40:1' at (124142500, 100650000) using coordinate system rotated by 0 degree(s)
13:32:55: [INFO] Adding track segment (B.Cu): [(97948750, 100650000), (124142500, 100650000)]
13:32:55: [INFO] Routing pad 'D40:1' at (124142500, 100650000) with pad 'D41:1' at (143192500, 100650000) using coordinate system rotated by 0 degree(s)
13:32:55: [INFO] Adding track segment (B.Cu): [(124142500, 100650000), (143192500, 100650000)]
13:32:55: [INFO] Routing pad 'D41:1' at (143192500, 100650000) with pad 'D42:1' at (162242500, 100650000) using coordinate system rotated by 0 degree(s)
13:32:55: [INFO] Adding track segment (B.Cu): [(143192500, 100650000), (162242500, 100650000)]
13:32:55: [INFO] Routing pad 'D42:1' at (162242500, 100650000) with pad 'D43:1' at (181292500, 100650000) using coordinate system rotated by 0 degree(s)
13:32:55: [INFO] Adding track segment (B.Cu): [(162242500, 100650000), (181292500, 100650000)]
13:32:55: [INFO] Routing pad 'D43:1' at (181292500, 100650000) with pad 'D44:1' at (200342500, 100650000) using coordinate system rotated by 0 degree(s)
13:32:55: [INFO] Adding track segment (B.Cu): [(181292500, 100650000), (200342500, 100650000)]
13:32:55: [INFO] Routing pad 'D44:1' at (200342500, 100650000) with pad 'D45:1' at (219392500, 100650000) using coordinate system rotated by 0 degree(s)
13:32:55: [INFO] Adding track segment (B.Cu): [(200342500, 100650000), (219392500, 100650000)]
13:32:55: [INFO] Routing pad 'D45:1' at (219392500, 100650000) with pad 'D46:1' at (238442500, 100650000) using coordinate system rotated by 0 degree(s)
