=== kbplacer.kle_serial ===
=== layout2image.py ===
=== kbplacer ===
13:37:38: [INFO] User layout: https://editor.keyboard-tools.xyz/#share=NrDeCIGNwLgAnAYgIareAvgGgQFiwOzg7j4CMADOALpYBQY4AHrHBQHQCsJAnqx2WwJuANmJwILeGXYUS0eEgLKVmEnKo4IChIkj6Da4Vk0I5ZceDkAmS3IDMdrLiecnY9YScAOJwE4nSkCLLShWJDR0EgB3VmshKywyW08yR1oGSTiuGNYZTgTuEIkwxT0DfSNwMhNLGuLqrBSEGscSGpd2rDcujxavLt8ugK6g0eLtcJRI5EtY6S4E+ubGtJp6YHBuHoRrWtCpNhyEebgZAgKSbmbJsorKhL2GvZW9tt3nSz2d8D2+34GHyGHxGHzGYImpV0KlUuXg1nY1kuYJuUIiMyqT3SG1IWH++E6JUOHG4J2ySIS9n2JR0SHu0EpSUsVJWVPe4CphI53WZeN5RBIVOB3NB3PBt10M1mcLO7AujLIDSpyV5awym3Ilnw7yy8BJMpkFKun1Cp0NyNxpggZsRFvwqNp5Qqc1YIltCXwOwl6MiLoWRrwWGB1ry7pI+FBuqOdqSDXIK3I6WoQA
13:37:45: [INFO] Routing pad 'SW73:1' at (89058750, 94615000) with pad 'SW31:1' at (134302500, 94615000) using coordinate system rotated by 0 degree(s)
13:37:45: [INFO] Adding track segment (F.Cu): [(89058750, 94615000), (134302500, 94615000)]
13:37:45: [INFO] Could not add track segment due to detected collision
13:37:45: [INFO] Routing pad 'SW17:1' at (148590000, 75565000) with pad 'SW3:1' at (139065000, 56515000) using coordinate system rotated by 0 degree(s)
13:37:45: [INFO] Adding track segment (F.Cu): [(148590000, 75565000), (139065000, 66040000)]
13:37:45: [INFO] Adding track segment (F.Cu): [(139065000, 66040000), (139065000, 56515000)]
13:37:45: [INFO] Routing pad 'SW31:1' at (134302500, 94615000) with pad 'SW45:1' at (143827500, 113665000) using coordinate system rotated by 0 degree(s)
13:37:45: [INFO] Adding track segment (F.Cu): [(134302500, 94615000), (134302500, 104140000)]
13:37:45: [INFO] Adding track segment (F.Cu): [(134302500, 104140000), (143827500, 113665000)]
13:37:45: [INFO] Routing pad 'SW31:1' at (134302500, 94615000) with pad 'SW17:1' at (148590000, 75565000) using coordinate system rotated by 0 degree(s)
13:37:45: [INFO] Adding track segment (F.Cu): [(134302500, 94615000), (148590000, 80327500)]
13:37:45: [INFO] Adding track segment (F.Cu): [(148590000, 80327500), (148590000, 75565000)]
13:37:45: [INFO] Routing COL10 pads
13:37:45: [INFO] Routing pad 'SW25:1' at (300990000, 75565000) with pad 'SW39:1' at (286702500, 94615000) using coordinate system rotated by 0 degree(s)
13:37:45: [INFO] Adding track segment (F.Cu): [(300990000, 75565000), (300990000, 80327500)]
13:37:45: [INFO] Adding track segment (F.Cu): [(300990000, 80327500), (286702500, 94615000)]
13:37:45: [INFO] Routing pad 'SW67:1' at (53340000, 35560000) with pad 'SW11:1' at (291465000, 56515000) using coordinate system rotated by 0 degree(s)
13:37:45: [INFO] Adding track segment (F.Cu): [(53340000, 35560000), (270510000, 35560000)]
13:37:45: [INFO] Adding track segment (F.Cu): [(270510000, 35560000), (291465000, 56515000)]
13:37:45: [INFO] Routing pad 'SW39:1' at (286702500, 94615000) with pad 'SW53:1' at (296227500, 113665000) using coordinate system rotated by 0 degree(s)
13:37:45: [INFO] Adding track segment (F.Cu): [(286702500, 94615000), (286702500, 104140000)]
13:37:45: [INFO] Adding track segment (F.Cu): [(286702500, 104140000), (296227500, 113665000)]
13:37:45: [INFO] Routing pad 'SW11:1' at (291465000, 56515000) with pad 'SW25:1' at (300990000, 75565000) using coordinate system rotated by 0 degree(s)
13:37:45: [INFO] Adding track segment (F.Cu): [(291465000, 56515000), (291465000, 66040000)]
13:37:45: [INFO] Adding track segment (F.Cu): [(291465000, 66040000), (300990000, 75565000)]
13:37:45: [INFO] Routing COL0 pads
13:37:45: [INFO] Routing pad 'SW71:1' at (100965000, 56515000) with pad 'SW1:1' at (81915000, 56515000) using coordinate system rotated by 0 degree(s)
13:37:45: [INFO] Adding track segment (F.Cu): [(100965000, 56515000), (81915000, 56515000)]
13:37:45: [INFO] Routing pad 'SW29:1' at (53340000, 94615000) with pad 'SW43:1' at (93821250, 113665000) using coordinate system rotated by 0 degree(s)
13:37:45: [INFO] Adding track segment (F.Cu): [(53340000, 94615000), (74771250, 94615000)]
13:37:45: [INFO] Adding track segment (F.Cu): [(74771250, 94615000), (93821250, 113665000)]
13:37:45: [INFO] Routing pad 'SW15:1' at (110490000, 75565000) with pad 'SW71:1' at (100965000, 56515000) using coordinate system rotated by 0 degree(s)
13:37:45: [INFO] Adding track segment (F.Cu): [(110490000, 75565000), (100965000, 66040000)]
13:37:45: [INFO] Adding track segment (F.Cu): [(100965000, 66040000), (100965000, 56515000)]
13:37:45: [INFO] Routing pad 'SW43:1' at (93821250, 113665000) with pad 'SW57:1' at (108108750, 132715000) using coordinate system rotated by 0 degree(s)
13:37:45: [INFO] Adding track segment (F.Cu): [(93821250, 113665000), (93821250, 118427500)]
13:37:45: [INFO] Adding track segment (F.Cu): [(93821250, 118427500), (108108750, 132715000)]
13:37:45: [INFO] Routing pad 'SW43:1' at (93821250, 113665000) with pad 'SW15:1' at (110490000, 75565000) using coordinate system rotated by 0 degree(s)
13:37:45: [INFO] Adding track segment (F.Cu): [(93821250, 113665000), (110490000, 96996250)]
13:37:45: [INFO] Adding track segment (F.Cu): [(110490000, 96996250), (110490000, 75565000)]
13:37:45: [INFO] Routing COL12 pads
13:37:45: [INFO] Routing pad 'SW27:1' at (343852500, 75565000) with pad 'SW13:1' at (339090000, 56515000) using coordinate system rotated by 0 degree(s)
13:37:45: [INFO] Adding track segment (F.Cu): [(343852500, 75565000), (339090000, 70802500)]
13:37:45: [INFO] Adding track segment (F.Cu): [(339090000, 70802500), (339090000, 56515000)]
13:37:45: [INFO] Routing pad 'SW41:1' at (336708750, 94615000) with pad 'SW27:1' at (343852500, 75565000) using coordinate system rotated by 0 degree(s)
13:37:45: [INFO] Adding track segment (F.Cu): [(336708750, 94615000), (343852500, 87471250)]
13:37:45: [INFO] Adding track segment (F.Cu): [(343852500, 87471250), (343852500, 75565000)]
13:37:45: [INFO] Routing pad 'SW41:1' at (336708750, 94615000) with pad 'SW55:1' at (348615000, 113665000) using coordinate system rotated by 0 degree(s)
13:37:45: [INFO] Adding track segment (F.Cu): [(336708750, 94615000), (336708750, 101758750)]
13:37:45: [INFO] Adding track segment (F.Cu): [(336708750, 101758750), (348615000, 113665000)]
13:37:45: [INFO] Routing pad 'SW55:1' at (348615000, 113665000) with pad 'SW69:1' at (348615000, 132715000) using coordinate system rotated by 0 degree(s)
13:37:45: [INFO] Adding track segment (F.Cu): [(348615000, 113665000), (348615000, 132715000)]
13:37:45: [INFO] Routing COL6 pads
13:37:45: [INFO] Routing pad 'SW63:1' at (34290000, 113665000) with pad 'SW76:1' at (43815000, 56515000) using coordinate system rotated by 0 degree(s)
13:37:45: [INFO] Routing pad 'SW76:1' at (43815000, 56515000) with pad 'SW35:1' at (210502500, 94615000) using coordinate system rotated by 0 degree(s)
13:37:45: [INFO] Routing pad 'SW21:1' at (224790000, 75565000) with pad 'SW7:1' at (215265000, 56515000) using coordinate system rotated by 0 degree(s)
13:37:45: [INFO] Adding track segment (F.Cu): [(224790000, 75565000), (215265000, 66040000)]
13:37:45: [INFO] Adding track segment (F.Cu): [(215265000, 66040000), (215265000, 56515000)]
13:37:45: [INFO] Routing pad 'SW35:1' at (210502500, 94615000) with pad 'SW49:1' at (220027500, 113665000) using coordinate system rotated by 0 degree(s)
13:37:45: [INFO] Adding track segment (F.Cu): [(210502500, 94615000), (210502500, 104140000)]
13:37:45: [INFO] Adding track segment (F.Cu): [(210502500, 104140000), (220027500, 113665000)]
13:37:45: [INFO] Routing pad 'SW35:1' at (210502500, 94615000) with pad 'SW21:1' at (224790000, 75565000) using coordinate system rotated by 0 degree(s)
13:37:45: [INFO] Adding track segment (F.Cu): [(210502500, 94615000), (224790000, 80327500)]
13:37:45: [INFO] Adding track segment (F.Cu): [(224790000, 80327500), (224790000, 75565000)]
13:37:45: [INFO] Routing COL7 pads
13:37:45: [INFO] Routing pad 'SW22:1' at (243840000, 75565000) with pad 'SW36:1' at (229552500, 94615000) using coordinate system rotated by 0 degree(s)
13:37:45: [INFO] Adding track segment (F.Cu): [(243840000, 75565000), (243840000, 80327500)]
13:37:45: [INFO] Adding track segment (F.Cu): [(243840000, 80327500), (229552500, 94615000)]
13:37:45: [INFO] Routing pad 'SW64:1' at (34290000, 35560000) with pad 'SW8:1' at (234315000, 56515000) using coordinate system rotated by 0 degree(s)
13:37:45: [INFO] Routing pad 'SW36:1' at (229552500, 94615000) with pad 'SW50:1' at (239077500, 113665000) using coordinate system rotated by 0 degree(s)
13:37:45: [INFO] Adding track segment (F.Cu): [(229552500, 94615000), (229552500, 104140000)]
13:37:45: [INFO] Adding track segment (F.Cu): [(229552500, 104140000), (239077500, 113665000)]
13:37:45: [INFO] Routing pad 'SW8:1' at (234315000, 56515000) with pad 'SW22:1' at (243840000, 75565000) using coordinate system rotated by 0 degree(s)
13:37:45: [INFO] Adding track segment (F.Cu): [(234315000, 56515000), (234315000, 66040000)]
13:37:45: [INFO] Adding track segment (F.Cu): [(234315000, 66040000), (243840000, 75565000)]
13:37:45: [INFO] Routing COL3 pads
13:37:45: [INFO] Routing pad 'SW60:1' at (53340000, 132715000) with pad 'SW32:1' at (153352500, 94615000) using coordinate system rotated by 0 degree(s)
13:37:45: [INFO] Routing pad 'SW18:1' at (167640000, 75565000) with pad 'SW4:1' at (158115000, 56515000) using coordinate system rotated by 0 degree(s)
13:37:45: [INFO] Adding track segment (F.Cu): [(167640000, 75565000), (158115000, 66040000)]
13:37:45: [INFO] Adding track segment (F.Cu): [(158115000, 66040000), (158115000, 56515000)]
13:37:45: [INFO] Routing pad 'SW32:1' at (153352500, 94615000) with pad 'SW46:1' at (162877500, 113665000) using coordinate system rotated by 0 degree(s)
13:37:45: [INFO] Adding track segment (F.Cu): [(153352500, 94615000), (153352500, 104140000)]
13:37:45: [INFO] Adding track segment (F.Cu): [(153352500, 104140000), (162877500, 113665000)]
13:37:45: [INFO] Routing pad 'SW32:1' at (153352500, 94615000) with pad 'SW18:1' at (167640000, 75565000) using coordinate system rotated by 0 degree(s)
13:37:45: [INFO] Adding track segment (F.Cu): [(153352500, 94615000), (167640000, 80327500)]
13:37:45: [INFO] Adding track segment (F.Cu): [(167640000, 80327500), (167640000, 75565000)]
13:37:45: [INFO] Routing COL11 pads
13:37:45: [INFO] Routing pad 'SW26:1' at (320040000, 75565000) with pad 'SW12:1' at (310515000, 56515000) using coordinate system rotated by 0 degree(s)
13:37:45: [INFO] Adding track segment (F.Cu): [(320040000, 75565000), (310515000, 66040000)]
13:37:45: [INFO] Adding track segment (F.Cu): [(310515000, 66040000), (310515000, 56515000)]
13:37:45: [INFO] Routing pad 'SW40:1' at (305752500, 94615000) with pad 'SW26:1' at (320040000, 75565000) using coordinate system rotated by 0 degree(s)
13:37:45: [INFO] Adding track segment (F.Cu): [(305752500, 94615000), (320040000, 80327500)]
13:37:45: [INFO] Adding track segment (F.Cu): [(320040000, 80327500), (320040000, 75565000)]
13:37:45: [INFO] Routing pad 'SW40:1' at (305752500, 94615000) with pad 'SW54:1' at (322421250, 113665000) using coordinate system rotated by 0 degree(s)
13:37:45: [INFO] Adding track segment (F.Cu): [(305752500, 94615000), (305752500, 96996250)]
13:37:45: [INFO] Adding track segment (F.Cu): [(305752500, 96996250), (322421250, 113665000)]
13:37:45: [INFO] Routing pad 'SW54:1' at (322421250, 113665000) with pad 'SW68:1' at (329565000, 132715000) using coordinate system rotated by 0 degree(s)
13:37:45: [INFO] Adding track segment (F.Cu): [(322421250, 113665000), (322421250, 125571250)]
13:37:45: [INFO] Adding track segment (F.Cu): [(322421250, 125571250), (329565000, 132715000)]
13:37:45: [INFO] Routing COL5 pads
13:37:45: [INFO] Routing pad 'SW75:1' at (34290000, 94615000) with pad 'SW34:1' at (191452500, 94615000) using coordinate system rotated by 0 degree(s)
13:37:45: [INFO] Adding track segment (F.Cu): [(34290000, 94615000), (191452500, 94615000)]
13:37:45: [INFO] Could not add track segment due to detected collision
13:37:45: [INFO] Routing pad 'SW20:1' at (205740000, 75565000) with pad 'SW6:1' at (196215000, 56515000) using coordinate system rotated by 0 degree(s)
13:37:45: [INFO] Adding track segment (F.Cu): [(205740000, 75565000), (196215000, 66040000)]
13:37:45: [INFO] Adding track segment (F.Cu): [(196215000, 66040000), (196215000, 56515000)]
13:37:45: [INFO] Routing pad 'SW34:1' at (191452500, 94615000) with pad 'SW48:1' at (200977500, 113665000) using coordinate system rotated by 0 degree(s)
13:37:45: [INFO] Adding track segment (F.Cu): [(191452500, 94615000), (191452500, 104140000)]
13:37:45: [INFO] Adding track segment (F.Cu): [(191452500, 104140000), (200977500, 113665000)]
13:37:45: [INFO] Routing pad 'SW48:1' at (200977500, 113665000) with pad 'SW62:1' at (203358750, 132715000) using coordinate system rotated by 0 degree(s)
13:37:45: [INFO] Adding track segment (F.Cu): [(200977500, 113665000), (200977500, 130333750)]
13:37:45: [INFO] Adding track segment (F.Cu): [(200977500, 130333750), (203358750, 132715000)]
13:37:45: [INFO] Routing pad 'SW34:1' at (191452500, 94615000) with pad 'SW20:1' at (205740000, 75565000) using coordinate system rotated by 0 degree(s)
13:37:45: [INFO] Adding track segment (F.Cu): [(191452500, 94615000), (205740000, 80327500)]
13:37:45: [INFO] Adding track segment (F.Cu): [(205740000, 80327500), (205740000, 75565000)]
13:37:45: [INFO] Routing COL13 pads
13:37:45: [INFO] Routing pad 'SW14:1' at (367665000, 56515000) with pad 'SW28:1' at (367665000, 75565000) using coordinate system rotated by 0 degree(s)
13:37:45: [INFO] Adding track segment (F.Cu): [(367665000, 56515000), (367665000, 75565000)]
13:37:45: [INFO] Routing pad 'SW28:1' at (367665000, 75565000) with pad 'SW42:1' at (367665000, 94615000) using coordinate system rotated by 0 degree(s)
13:37:45: [INFO] Adding track segment (F.Cu): [(367665000, 75565000), (367665000, 94615000)]
13:37:45: [INFO] Routing pad 'SW42:1' at (367665000, 94615000) with pad 'SW56:1' at (367665000, 113665000) using coordinate system rotated by 0 degree(s)
13:37:45: [INFO] Adding track segment (F.Cu): [(367665000, 94615000), (367665000, 113665000)]
13:37:45: [INFO] Routing pad 'SW56:1' at (367665000, 113665000) with pad 'SW70:1' at (367665000, 132715000) using coordinate system rotated by 0 degree(s)
13:37:45: [INFO] Adding track segment (F.Cu): [(367665000, 113665000), (367665000, 132715000)]
13:37:45: [INFO] Routing ROW0 pads
13:37:45: [INFO] Routing pad 'D1:1' at (90805000, 64455000) with pad 'D2:1' at (128905000, 64455000) using coordinate system rotated by 0 degree(s)
13:37:45: [INFO] Adding track segment (B.Cu): [(90805000, 64455000), (128905000, 64455000)]
13:37:45: [INFO] Could not add track segment due to detected collision
13:37:45: [INFO] Routing pad 'D2:1' at (128905000, 64455000) with pad 'D3:1' at (147955000, 64455000) using coordinate system rotated by 0 degree(s)
13:37:45: [INFO] Adding track segment (B.Cu): [(128905000, 64455000), (147955000, 64455000)]
13:37:45: [INFO] Routing pad 'D3:1' at (147955000, 64455000) with pad 'D4:1' at (167005000, 64455000) using coordinate system rotated by 0 degree(s)
13:37:45: [INFO] Adding track segment (B.Cu): [(147955000, 64455000), (167005000, 64455000)]
13:37:45: [INFO] Routing pad 'D4:1' at (167005000, 64455000) with pad 'D5:1' at (186055000, 64455000) using coordinate system rotated by 0 degree(s)
13:37:45: [INFO] Adding track segment (B.Cu): [(167005000, 64455000), (186055000, 64455000)]
13:37:45: [INFO] Routing pad 'D5:1' at (186055000, 64455000) with pad 'D6:1' at (205105000, 64455000) using coordinate system rotated by 0 degree(s)
13:37:45: [INFO] Adding track segment (B.Cu): [(186055000, 64455000), (205105000, 64455000)]
13:37:45: [INFO] Routing pad 'D6:1' at (205105000, 64455000) with pad 'D7:1' at (224155000, 64455000) using coordinate system rotated by 0 degree(s)
13:37:45: [INFO] Adding track segment (B.Cu): [(205105000, 64455000), (224155000, 64455000)]
13:37:45: [INFO] Routing pad 'D7:1' at (224155000, 64455000) with pad 'D8:1' at (243205000, 64455000) using coordinate system rotated by 0 degree(s)
13:37:45: [INFO] Adding track segment (B.Cu): [(224155000, 64455000), (243205000, 64455000)]
13:37:45: [INFO] Routing pad 'D8:1' at (243205000, 64455000) with pad 'D9:1' at (262255000, 64455000) using coordinate system rotated by 0 degree(s)
13:37:45: [INFO] Adding track segment (B.Cu): [(243205000, 64455000), (262255000, 64455000)]
13:37:45: [INFO] Routing pad 'D9:1' at (262255000, 64455000) with pad 'D10:1' at (281305000, 64455000) using coordinate system rotated by 0 degree(s)
13:37:45: [INFO] Adding track segment (B.Cu): [(262255000, 64455000), (281305000, 64455000)]
13:37:45: [INFO] Routing pad 'D10:1' at (281305000, 64455000) with pad 'D11:1' at (300355000, 64455000) using coordinate system rotated by 0 degree(s)
13:37:45: [INFO] Adding track segment (B.Cu): [(281305000, 64455000), (300355000, 64455000)]
13:37:45: [INFO] Routing pad 'D11:1' at (300355000, 64455000) with pad 'D12:1' at (319405000, 64455000) using coordinate system rotated by 0 degree(s)
13:37:45: [INFO] Adding track segment (B.Cu): [(300355000, 64455000), (319405000, 64455000)]
13:37:45: [INFO] Routing pad 'D12:1' at (319405000, 64455000) with pad 'D13:1' at (347980000, 64455000) using coordinate system rotated by 0 degree(s)
13:37:45: [INFO] Adding track segment (B.Cu): [(319405000, 64455000), (347980000, 64455000)]
13:37:45: [INFO] Routing pad 'D13:1' at (347980000, 64455000) with pad 'D14:1' at (376555000, 64455000) using coordinate system rotated by 0 degree(s)
13:37:45: [INFO] Adding track segment (B.Cu): [(347980000, 64455000), (376555000, 64455000)]
13:37:45: [INFO] Routing COL9 pads
13:37:45: [INFO] Routing pad 'SW24:1' at (281940000, 75565000) with pad 'SW10:1' at (272415000, 56515000) using coordinate system rotated by 0 degree(s)
13:37:46: [INFO] Adding track segment (F.Cu): [(281940000, 75565000), (272415000, 66040000)]
13:37:46: [INFO] Adding track segment (F.Cu): [(272415000, 66040000), (272415000, 56515000)]
13:37:46: [INFO] Routing pad 'SW38:1' at (267652500, 94615000) with pad 'SW52:1' at (277177500, 113665000) using coordinate system rotated by 0 degree(s)
13:37:46: [INFO] Adding track segment (F.Cu): [(267652500, 94615000), (267652500, 104140000)]
13:37:46: [INFO] Adding track segment (F.Cu): [(267652500, 104140000), (277177500, 113665000)]
13:37:46: [INFO] Routing pad 'SW38:1' at (267652500, 94615000) with pad 'SW24:1' at (281940000, 75565000) using coordinate system rotated by 0 degree(s)
13:37:46: [INFO] Adding track segment (F.Cu): [(267652500, 94615000), (281940000, 80327500)]
13:37:46: [INFO] Adding track segment (F.Cu): [(281940000, 80327500), (281940000, 75565000)]
13:37:46: [INFO] Routing pad 'SW52:1' at (277177500, 113665000) with pad 'SW66:1' at (298608750, 132715000) using coordinate system rotated by 0 degree(s)
13:37:46: [INFO] Routing ROW5 pads
13:37:46: [INFO] Routing pad 'D75:1' at (43180000, 102555000) with pad 'D76:1' at (52705000, 64455000) using coordinate system rotated by 0 degree(s)
13:37:46: [INFO] Adding track segment (B.Cu): [(43180000, 102555000), (52705000, 93030000)]
13:37:46: [INFO] Adding track segment (B.Cu): [(52705000, 93030000), (52705000, 64455000)]
13:37:46: [INFO] Routing pad 'D73:1' at (97948750, 102555000) with pad 'D74:1' at (93186250, 140655000) using coordinate system rotated by 0 degree(s)
13:37:46: [INFO] Routing pad 'D76:1' at (52705000, 64455000) with pad 'D72:1' at (95567500, 83505000) using coordinate system rotated by 0 degree(s)
13:37:46: [INFO] Adding track segment (B.Cu): [(52705000, 64455000), (71755000, 83505000)]
13:37:46: [INFO] Adding track segment (B.Cu): [(71755000, 83505000), (95567500, 83505000)]
13:37:46: [INFO] Routing pad 'D72:1' at (95567500, 83505000) with pad 'D73:1' at (97948750, 102555000) using coordinate system rotated by 0 degree(s)
13:37:46: [INFO] Routing pad 'D72:1' at (95567500, 83505000) with pad 'D71:1' at (109855000, 64455000) using coordinate system rotated by 0 degree(s)
13:37:46: [INFO] Adding track segment (B.Cu): [(95567500, 83505000), (109855000, 69217500)]
13:37:46: [INFO] Adding track segment (B.Cu): [(109855000, 69217500), (109855000, 64455000)]
13:37:46: [INFO] Routing COL4 pads
13:37:46: [INFO] Routing pad 'SW61:1' at (53340000, 113665000) with pad 'SW74:1' at (84296250, 132715000) using coordinate system rotated by 0 degree(s)
13:37:46: [INFO] Adding track segment (F.Cu): [(53340000, 113665000), (65246250, 113665000)]
13:37:46: [INFO] Adding track segment (F.Cu): [(65246250, 113665000), (84296250, 132715000)]
13:37:46: [INFO] Routing pad 'SW74:1' at (84296250, 132715000) with pad 'SW33:1' at (172402500, 94615000) using coordinate system rotated by 0 degree(s)
13:37:46: [INFO] Routing pad 'SW19:1' at (186690000, 75565000) with pad 'SW5:1' at (177165000, 56515000) using coordinate system rotated by 0 degree(s)
13:37:46: [INFO] Adding track segment (F.Cu): [(186690000, 75565000), (177165000, 66040000)]
13:37:46: [INFO] Adding track segment (F.Cu): [(177165000, 66040000), (177165000, 56515000)]
13:37:46: [INFO] Routing pad 'SW33:1' at (172402500, 94615000) with pad 'SW47:1' at (181927500, 113665000) using coordinate system rotated by 0 degree(s)
13:37:46: [INFO] Adding track segment (F.Cu): [(172402500, 94615000), (172402500, 104140000)]
13:37:46: [INFO] Adding track segment (F.Cu): [(172402500, 104140000), (181927500, 113665000)]
13:37:46: [INFO] Routing pad 'SW33:1' at (172402500, 94615000) with pad 'SW19:1' at (186690000, 75565000) using coordinate system rotated by 0 degree(s)
13:37:46: [INFO] Adding track segment (F.Cu): [(172402500, 94615000), (186690000, 80327500)]
13:37:46: [INFO] Adding track segment (F.Cu): [(186690000, 80327500), (186690000, 75565000)]
13:37:46: [INFO] Routing COL1 pads
13:37:46: [INFO] Routing pad 'SW58:1' at (34290000, 132715000) with pad 'SW72:1' at (86677500, 75565000) using coordinate system rotated by 0 degree(s)
13:37:46: [INFO] Routing pad 'SW72:1' at (86677500, 75565000) with pad 'SW30:1' at (115252500, 94615000) using coordinate system rotated by 0 degree(s)
13:37:46: [INFO] Routing pad 'SW16:1' at (129540000, 75565000) with pad 'SW2:1' at (120015000, 56515000) using coordinate system rotated by 0 degree(s)
13:37:46: [INFO] Adding track segment (F.Cu): [(129540000, 75565000), (120015000, 66040000)]
13:37:46: [INFO] Adding track segment (F.Cu): [(120015000, 66040000), (120015000, 56515000)]
13:37:46: [INFO] Routing pad 'SW30:1' at (115252500, 94615000) with pad 'SW44:1' at (124777500, 113665000) using coordinate system rotated by 0 degree(s)
13:37:46: [INFO] Adding track segment (F.Cu): [(115252500, 94615000), (115252500, 104140000)]
13:37:46: [INFO] Adding track segment (F.Cu): [(115252500, 104140000), (124777500, 113665000)]
13:37:46: [INFO] Routing pad 'SW30:1' at (115252500, 94615000) with pad 'SW16:1' at (129540000, 75565000) using coordinate system rotated by 0 degree(s)
13:37:46: [INFO] Adding track segment (F.Cu): [(115252500, 94615000), (129540000, 80327500)]
13:37:46: [INFO] Adding track segment (F.Cu): [(129540000, 80327500), (129540000, 75565000)]
13:37:46: [INFO] Routing ROW1 pads
13:37:46: [INFO] Routing pad 'D15:1' at (119380000, 83505000) with pad 'D16:1' at (138430000, 83505000) using coordinate system rotated by 0 degree(s)
13:37:46: [INFO] Adding track segment (B.Cu): [(119380000, 83505000), (138430000, 83505000)]
13:37:46: [INFO] Routing pad 'D16:1' at (138430000, 83505000) with pad 'D17:1' at (157480000, 83505000) using coordinate system rotated by 0 degree(s)
13:37:46: [INFO] Adding track segment (B.Cu): [(138430000, 83505000), (157480000, 83505000)]
13:37:46: [INFO] Routing pad 'D17:1' at (157480000, 83505000) with pad 'D18:1' at (176530000, 83505000) using coordinate system rotated by 0 degree(s)
13:37:46: [INFO] Adding track segment (B.Cu): [(157480000, 83505000), (176530000, 83505000)]
13:37:46: [INFO] Routing pad 'D18:1' at (176530000, 83505000) with pad 'D19:1' at (195580000, 83505000) using coordinate system rotated by 0 degree(s)
13:37:46: [INFO] Adding track segment (B.Cu): [(176530000, 83505000), (195580000, 83505000)]
13:37:46: [INFO] Routing pad 'D19:1' at (195580000, 83505000) with pad 'D20:1' at (214630000, 83505000) using coordinate system rotated by 0 degree(s)
13:37:46: [INFO] Adding track segment (B.Cu): [(195580000, 83505000), (214630000, 83505000)]
13:37:46: [INFO] Routing pad 'D20:1' at (214630000, 83505000) with pad 'D21:1' at (233680000, 83505000) using coordinate system rotated by 0 degree(s)
13:37:46: [INFO] Adding track segment (B.Cu): [(214630000, 83505000), (233680000, 83505000)]
13:37:46: [INFO] Routing pad 'D21:1' at (233680000, 83505000) with pad 'D22:1' at (252730000, 83505000) using coordinate system rotated by 0 degree(s)
13:37:46: [INFO] Adding track segment (B.Cu): [(233680000, 83505000), (252730000, 83505000)]
13:37:46: [INFO] Routing pad 'D22:1' at (252730000, 83505000) with pad 'D23:1' at (271780000, 83505000) using coordinate system rotated by 0 degree(s)
13:37:46: [INFO] Adding track segment (B.Cu): [(252730000, 83505000), (271780000, 83505000)]
13:37:46: [INFO] Routing pad 'D23:1' at (271780000, 83505000) with pad 'D24:1' at (290830000, 83505000) using coordinate system rotated by 0 degree(s)
13:37:46: [INFO] Adding track segment (B.Cu): [(271780000, 83505000), (290830000, 83505000)]
13:37:46: [INFO] Routing pad 'D24:1' at (290830000, 83505000) with pad 'D25:1' at (309880000, 83505000) using coordinate system rotated by 0 degree(s)
13:37:46: [INFO] Adding track segment (B.Cu): [(290830000, 83505000), (309880000, 83505000)]
13:37:46: [INFO] Routing pad 'D25:1' at (309880000, 83505000) with pad 'D26:1' at (328930000, 83505000) using coordinate system rotated by 0 degree(s)
13:37:46: [INFO] Adding track segment (B.Cu): [(309880000, 83505000), (328930000, 83505000)]
13:37:46: [INFO] Routing pad 'D26:1' at (328930000, 83505000) with pad 'D27:1' at (352742500, 83505000) using coordinate system rotated by 0 degree(s)
13:37:46: [INFO] Adding track segment (B.Cu): [(328930000, 83505000), (352742500, 83505000)]
13:37:46: [INFO] Routing pad 'D27:1' at (352742500, 83505000) with pad 'D28:1' at (376555000, 83505000) using coordinate system rotated by 0 degree(s)
13:37:46: [INFO] Adding track segment (B.Cu): [(352742500, 83505000), (376555000, 83505000)]
13:37:46: [INFO] Routing ROW4 pads
13:37:46: [INFO] Routing pad 'D64:1' at (43180000, 43500000) with pad 'D63:1' at (43180000, 121605000) using coordinate system rotated by 0 degree(s)
13:37:46: [INFO] Adding track segment (B.Cu): [(43180000, 43500000), (43180000, 121605000)]
13:37:46: [INFO] Could not add track segment due to detected collision
13:37:46: [INFO] Routing pad 'D63:1' at (43180000, 121605000) with pad 'D58:1' at (43180000, 140655000) using coordinate system rotated by 0 degree(s)
13:37:46: [INFO] Adding track segment (B.Cu): [(43180000, 121605000), (43180000, 140655000)]
13:37:46: [INFO] Could not add track segment due to detected collision
13:37:46: [INFO] Routing pad 'D64:1' at (43180000, 43500000) with pad 'D67:1' at (62230000, 43500000) using coordinate system rotated by 0 degree(s)
13:37:46: [INFO] Adding track segment (B.Cu): [(43180000, 43500000), (62230000, 43500000)]
13:37:46: [INFO] Routing pad 'D63:1' at (43180000, 121605000) with pad 'D61:1' at (62230000, 121605000) using coordinate system rotated by 0 degree(s)
13:37:46: [INFO] Adding track segment (B.Cu): [(43180000, 121605000), (62230000, 121605000)]
13:37:46: [INFO] Routing pad 'D58:1' at (43180000, 140655000) with pad 'D60:1' at (62230000, 140655000) using coordinate system rotated by 0 degree(s)
